sample-4 ; 16520
Game.of.Thrones.S05E10.1080p.BluRay.x265.10bit.6CH.ReEnc-LUMI ; 1742144
Game.of.Thrones.S05E10.1080p.BluRay.x265.10bit.6CH.ReEnc-LUMI ; 5504
